"","ID","date","url","title","source","duplicate","body"
"33","955944692","2018-09-27","https://www.business-standard.com/article/news-ani/bihar-students-made-to-sleep-on-street-teacher-suspended-118092700435_1.html","Bihar: Students made to sleep on street, teacher suspended","Business Standard",FALSE,"A school teacher has been suspended for making students, who had gone on an excursion, sleep on the street after their bus broke down on Tuesday night.

The students from a school in East Champaran district had gone on an excursion as part of the Mukhyamantri Bihar Darshan Yojna. Apparently the children were made to sleep on the road outside the Patna zoo as the bus in which they were travelling broke down.

The zoo is situated near the Chief Minister's residence but no help was extended to the stranded students. However, as soon as the matter was brought to the notice of the administration, the state government suspended Anand Singh, the teacher who was accompanying the students."
"35","955871724","2018-09-27","https://www.aninews.in/news/bihar-students-made-to-sleep-on-street-teacher-suspended201809271300570001/","Bihar: Students made to sleep on street, teacher suspended","http://aninews.in",FALSE,"East Champaran (Bihar) [India], Sep 27 (ANI): A school teacher has been suspended for making students, who had gone on an excursion, sleep on the street after their bus broke down on Tuesday night.

The students from a school in East Champaran district had gone on an excursion as part of the Mukhyamantri Bihar Darshan Yojna. Apparently the children were made to sleep on the road outside the Patna zoo as the bus in which they were travelling broke down.

The zoo is situated near the Chief Minister's residence but no help was extended to the stranded students. However, as soon as the matter was brought to the notice of the administration, the state government suspended Anand Singh, the teacher who was accompanying the students. (ANI)"
"36","955491040","2018-09-26","https://www.business-standard.com/article/pti-stories/bihar-teacher-suspended-for-making-students-sleep-on-roadside-118092601330_1.html","Bihar teacher suspended for making students sleep on roadside","Business Standard",FALSE,"Anand Kumar Singh, principal of a secondary school in East Champarans Kotwa block, was suspended by an order of the District Education Officer which took note of media reports of students having been made to sleep on the roadside earlier this week.

As per the reports, the students were brought here on Tuesday as part of Mukhyamantri Bihar Darshan scheme under which tours of historical monuments across the state are organized by schools.

They were made to sleep on the pavement beside a busy road near the zoo, a stones throw from the Raj Bhavan, the Chief Ministers residence, besides bungalows of a number of VIPs as the bus hired for the trip had developed a snag and return journey during the night had to be postponed.

In the suspension order, the reported incident has been deplored and the teacher was held guilty of dereliction of duty and tarnishing the image of the department and the government."
"37","955457360","2018-09-26","https://www.latestly.com/agency-news/bihar-teacher-suspended-for-making-students-sleep-on-roadside-405676.html","Bihar Teacher Suspended for Making Students Sleep on Roadside | LatestLY","Latestly",FALSE,"Patna, Sep 26 (PTI) A government school teacher posted in East Champaran district of Bihar was on Wednesday placed under suspension for making a group of students sleep on the roadside while they were on a tour of the state capital.

Anand Kumar Singh, principal of a secondary school in East Champarans Kotwa block, was suspended by an order of the District Education Officer which took note of media reports of students having been made to sleep on the roadside earlier this week.

As per the reports, the students were brought here on Tuesday as part of Mukhyamantri Bihar Darshan scheme under which tours of historical monuments across the state are organized by schools.

They were made to sleep on the pavement beside a busy road near the zoo, a stones throw from the Raj Bhavan, the Chief Ministers residence, besides bungalows of a number of VIPs as the bus hired for the trip had developed a snag and return journey during the night had to be postponed.

In the suspension order, the reported incident has been deplored and the teacher was held guilty of dereliction of duty and tarnishing the image of the department and the government."
"38","951621784","2018-09-21","https://timesofindia.indiatimes.com/city/meerut/meerut-teacher-suspended-for-sexually-harassing-class-ix-girl/articleshow/65892140.cms","Meerut teacher suspended for kissing class IX girl - Times of India","The Times of India",FALSE,"MEERUT: A class IX student of a government-aided school in Meerut was allegedly molested by her teacher on the premises of the institute. The crime had taken place on September 11 but it was reported to police only on Thursday. The 15-year-old has alleged that her science teacher, Lalit Sharma, had forcefully held her hand and kissed her on the cheek. An FIR has been filed in the matter and the teacher suspended by the school authorities.

Neeral Malik, station house officer of Partapur, said, ""The girl could not muster courage to tell her family about the ordeal earlier. An FIR under section 354A (sexual harassment) of the IPC has been registered against the accused teacher, who is absconding. Our probe is on.""

""One of the woman teachers in the school had convinced my sister not to reveal about the incident to anyone, due to which she kept quiet all this while,"" said the girl's elder brother."
"39","951273578","2018-09-20","https://timesofindia.indiatimes.com/city/gurgaon/boy-caned-for-15-minutes-english-teacher-suspended/articleshow/65893001.cms","Boy 'caned for 15 minutes', English teacher suspended - Times of India","The Times of India",FALSE,"GURUGRAM: The English teacher of a school in Devi Lal Nagar was suspended on Thursday following complaints by the parents of a 12-year-old boy that he was beaten up for not doing homework.

According to the boy's parents, the child returned home on Wednesday with bruises on his body and when his mother enquired, he told her that his English teacher thrashed him with a stick as he had not completed his homework.

""Miss hit me on my back, legs, chest and hands. This continued for 15 minutes. Though I cried and apologised several times, but the teacher did not stop hitting me,"" the boy told his mother.

The boy was taken to a private hospital in Basai Chowk where the doctor, who attended the boy, wrote in his prescription, ""Pain on right wrist, left thigh, sign of being hit by a stick.""

Following the doctor's confirmation, the parents approached the school authorities on Thursday and reported the matter demanding strict action against the teacher.

The authorities immediately scanned the CCTV footage and suspended the teacher. The chairman of the school, said, ""I was shocked to see the CCTV footage. We immediately suspended the teacher. She was recruited a year back but we never knew that she had been was physically assaulting the students.""

The parents have, however, decided not to approach the police as the school has taken action.

(As a minor is involved, TOI has held back the identity of the boy and his parents.)"
"40","936757280","2018-09-01","https://timesofindia.indiatimes.com/city/delhi/govt-teacher-suspended-for-graft-on-day-of-retirement/articleshow/65629978.cms","Govt teacher suspended for graft on day of retirement - Times of India","The Times of India",FALSE,"NEW DELHI: A Delhi government school teacher was suspended on the day of her retirement following corruption allegations against her.

Deputy chief minister Manish Sisodia was informed that the teacher, Gomti Devi, who is also the vice-principal of Sarvodaya Kanya Vidyalaya Pocket-B, Mayur Vihar Phase-II, was accused of embezzling funds from the teachers' learning material, a government statement said.

A committee, which was formed by the deputy director of education (east) with three principals and an account officer, found that teachers earned Rs 500 for their learning material, but Devi would only give them Rs 350 and keep the remaining sum claiming it to be a 'GST deduction'.

In an order passed by the Directorate of Education (DoE) on Friday, it was mentioned that a disciplinary proceeding is contemplated against Devi. The order has put her under suspension and she has been asked not to leave Delhi while the order is in place.

""We have taken swift action against her. The government has zero tolerance for corruption and we took action even though she is retiring,"" a government official said."
"41","921240415","2018-08-08","https://www.business-standard.com/article/pti-stories/peeping-tom-teacher-suspended-in-up-118080800405_1.html","Peeping Tom teacher suspended in UP","Business Standard",FALSE,"A teacher at a government primary school has been suspended in Uttar Pradesh's Hathras district for allegedly watching girls changing clothes, police said today.

The incident happened in a village in Hasayan area -- around 350 km from Lucknow -- yesterday, when some students, who were given free uniforms, complained that Omendra was peeking from a window while they were changing clothes, an official said.

Parents of the girls gathered at the school and beat up teacher. Basic Shiksha Adhikari (BSA) Harischandra suspended the accused after a prima-facie probe him guilty, the official said.

A complaint has been filed and police are probing the matter, he added."
"42","910387891","2018-07-22","https://www.business-standard.com/article/pti-stories/teacher-suspended-for-slapping-student-for-not-plaiting-hair-118072200379_1.html","Teacher suspended for 'slapping' student for not plaiting hair","Business Standard",FALSE,"Man kills woman teacher near school in Jharkhand, runs 5 km with her severed head

A nine-year-old girl student at a private school here was allegedly slapped by her teacher reportedly for not plaiting her hair.

Following a complaint by the parent of the girl, a class four student, the school management yesterday suspended the woman teacher.

""We regret the incident and it as unfortunate that it took place in our school. On insistence of the parent the management has suspended the science teacher,"" the school administration said.

The mother of the girl had alleged that the Science teacher had slapped her daughter for attending the school with a ponytail on July 19, it said.

The girl's mother had also lodged a police complaint with Narayanaguda Police Station over the incident, however, no case was registered, police said."
"43","910251342","2018-07-22","http://www.freepressjournal.in/headlines/maha-teacher-suspended-for-snipping-students-hair/1319719","Maha teacher suspended for snipping student's hair | Free Press Journal","Free Press Journal",FALSE,"Pune : In a shocking incident, a schoolteacher here has been suspended for snipping off a student's hair in front of the entire class, officials said. The 'barberic' incident happened on July 17 at the Vishrantwadi Pune International School, shocking the academic community and parents in Maharashtra's educational hub.

A Class 6 student, Aryan Amit Waghmare, 10, was allegedly meted out the strange 'punishment' by his teacher Shweta Gupta, as the entire classroom looked.

According to the student's mother, Aditi Waghmare, the teacher grabbed a pair of scissors and snipped off Aryan's hair from the front and the sides, spoiling his hairstyle and looks. ""No reason was given to us for such a penalty... This is the second time such an incident has happened with my son. Earlier, in the third week of June, his hair was similarly cut off, but we did not take it too seriously,"" a distraught Waghmare told IANS.

This time, the Waghmares went to the Vishrantwadi Police Station and complained about the incident following which the school authorities were summoned. ""What happened was wrong... We warned the school management that such things should not be repeated. The school authorities informed us that the concerned teacher had been suspended,"" said Vishrantwadi Police Station Inspector Sangita D. Patil. However, Patil added that the parents have not lodged a formal complaint, so the police have yet to register an offence against the school or the teacher.

When contacted by IANS, school Vice Principal Jaishree Kadam confirmed that the teacher Shweta Gupta had been suspended, but declined to comment further. Not satisfied, the Waghmare plan to initiate legal action against the schoolteacher for ""causing severe trauma to the child, who is now scared of attending school"". This is the second major incident which has rocked Pune's educational fraternity in the past fortnight.

Earlier this month, the MIT Vishwashanti Gurukul School, Kothrud had created a furore after it mandated that all girl students must sport only ""white or beige coloured underwear"" below their uniform white skirts. The bizarre order was hastily revoked on July 5 after direct intervention of Education Minister Vinod Tawde and a probe by the regional education department."
"44","909921611","2018-07-21","https://timesofindia.indiatimes.com/city/pune/barberic-penalty-maharashtra-teacher-suspended-for-snipping-students-hair/articleshow/65081682.cms","'Barberic' penalty: Maharashtra teacher suspended for snipping student's hair - Times of India","The Times of India",FALSE,"PUNE: In a shocking incident, a schoolteacher here has been suspended for snipping off a student's hair in front of the entire class, officials said.

The 'barberic' incident happened on July 17 at the Vishrantwadi Pune International School, shocking the academic community and parents in Maharashtra's educational hub.

A Class 6 student, Aryan Amit Waghmare, 10, was allegedly meted out the strange 'punishment' by his teacher Shweta Gupta, as the entire classroom looked.

According to the student's mother, Aditi Waghmare, the teacher grabbed a pair of scissors and snipped off Aryan's hair from the front and the sides, spoiling his hairstyle and looks.

""No reason was given to us for such a penalty... This is the second time such an incident has happened with my son. Earlier, in the third week of June, his hair was similarly cut off, but we did not take it too seriously,"" a distraught Waghmare told IANS.

This time, the Waghmares went to the Vishrantwadi Police Station and complained about the incident following which the school authorities were summoned.

""What happened was wrong... We warned the school management that such things should not be repeated. The school authorities informed us that the concerned teacher had been suspended,"" said Vishrantwadi Police Station Inspector Sangita D. Patil.

However, Patil added that the parents have not lodged a formal complaint, so the police have yet to register an offence against the school or the teacher.

When contacted by IANS, school vice principal Jaishree Kadam confirmed that the teacher Shweta Gupta had been suspended, but declined to comment further.

Not satisfied, the Waghmare plan to initiate legal action against the schoolteacher for ""causing severe trauma to the child, who is now scared of attending school"".

This is the second major incident which has rocked Pune's educational fraternity in the past fortnight.

Earlier this month, the MIT Vishwashanti Gurukul School, Kothrud had created a furore after it mandated that all girl students must sport only ""white or beige coloured underwear"" below their uniform white skirts.

The bizarre order was hastily revoked on July 5 after direct intervention of education minister Vinod Tawde and a probe by the regional education department."
"45","909915780","2018-07-21","https://www.firstpost.com/india/pune-teacher-suspended-for-cutting-class-6-students-hair-as-punishment-parents-say-woman-a-repeat-offender-4789421.html","Pune teacher suspended for cutting class 6 student's hair as punishment; parents say woman a repeat offender - Firstpost","Firstpost",FALSE,"Pune: In a shocking incident, a schoolteacher in Pune has been suspended for snipping off a student's hair in front of the entire class, officials said.

The incident happened on 17 July at the Vishrantwadi Pune International School, shocking the academic community and parents in Maharashtra's educational hub.

Representational image. AFP

A Class 6 student, Aryan Amit Waghmare, 10, was allegedly meted out the strange 'punishment' by his teacher Shweta Gupta, as the entire classroom looked.

According to the student's mother, Aditi Waghmare, the teacher grabbed a pair of scissors and snipped off Aryan's hair from the front and the sides, spoiling his hairstyle and looks.

""No reason was given to us for such a penalty... This is the second time such an incident has happened with my son. Earlier, in the third week of June, his hair was similarly cut off, but we did not take it too seriously,"" a distraught Waghmare told IANS.

This time, the Waghmares went to the Vishrantwadi police station and complained about the incident following which the school authorities were summoned.

""What happened was wrong... We warned the school management that such things should not be repeated. The school authorities informed us that the concerned teacher had been suspended,"" said Vishrantwadi police station inspector Sangita D Patil.

However, Patil added that the parents have not lodged a formal complaint, so the police have yet to register an offence against the school or the teacher.

When contacted by IANS, school vice-principal Jaishree Kadam confirmed that the teacher Shweta Gupta had been suspended, but declined to comment further.

Not satisfied, the Waghmares plan to initiate legal action against the schoolteacher for ""causing severe trauma to the child, who is now scared of attending school"".

This is the second major incident which has rocked Pune's educational fraternity in the past fortnight.

Earlier this month, the MIT Vishwashanti Gurukul School, Kothrud had created a furore after it mandated that all girl students must sport only ""white or beige coloured underwear"" below their uniform white skirts.

The bizarre order was hastily revoked on 5 July after direct intervention of education minister Vinod Tawde and a probe by the regional education department.

Updated Date: Jul 21, 2018 16:13 PM"
"46","909909406","2018-07-21","https://www.business-standard.com/article/news-ians/barberic-penalty-maharashtra-teacher-suspended-for-snipping-student-s-hair-118072100352_1.html"," 'Barberic' penalty: Maharashtra teacher suspended for snipping student's hair ","Business Standard",FALSE,"In a shocking incident, a schoolteacher here has been suspended for snipping off a student's hair in front of the entire class, officials said.

The 'barberic' incident happened on July 17 at the Vishrantwadi Pune International School, shocking the academic community and parents in Maharashtra's educational hub.

A Class 6 student, Aryan Amit Waghmare, 10, was allegedly meted out the strange 'punishment' by his teacher Shweta Gupta, as the entire classroom looked.

According to the student's mother, Aditi Waghmare, the teacher grabbed a pair of scissors and snipped off Aryan's hair from the front and the sides, spoiling his hairstyle and looks.

""No reason was given to us for such a penalty... This is the second time such an incident has happened with my son. Earlier, in the third week of June, his hair was similarly cut off, but we did not take it too seriously,"" a distraught Waghmare told IANS.

This time, the Waghmares went to the Vishrantwadi Police Station and complained about the incident following which the school authorities were summoned.

""What happened was wrong... We warned the school management that such things should not be repeated. The school authorities informed us that the concerned teacher had been suspended,"" said Vishrantwadi Police Station Inspector Sangita D. Patil.

However, Patil added that the parents have not lodged a formal complaint, so the police have yet to register an offence against the school or the teacher.

When contacted by IANS, school Vice Principal Jaishree Kadam confirmed that the teacher Shweta Gupta had been suspended, but declined to comment further.

Not satisfied, the Waghmare plan to initiate legal action against the schoolteacher for ""causing severe trauma to the child, who is now scared of attending school"".

This is the second major incident which has rocked Pune's educational fraternity in the past fortnight.

Earlier this month, the MIT Vishwashanti Gurukul School, Kothrud had created a furore after it mandated that all girl students must sport only ""white or beige coloured underwear"" below their uniform white skirts."
"47","909907467","2018-07-21","http://www.sify.com/news/barberic-penalty-maharashtra-teacher-suspended-for-snipping-students-hair-news-others-shvpUSebjgeff.html","'Barberic' penalty: Maharashtra teacher suspended for snipping student's hair","Sify",FALSE,"Pune, July 21 (IANS) In a shocking incident, a schoolteacher here has been suspended for snipping off a student's hair in front of the entire class, officials said.

The 'barberic' incident happened on July 17 at the Vishrantwadi Pune International School, shocking the academic community and parents in Maharashtra's educational hub.

A Class 6 student, Aryan Amit Waghmare, 10, was allegedly meted out the strange 'punishment' by his teacher Shweta Gupta, as the entire classroom looked.

According to the student's mother, Aditi Waghmare, the teacher grabbed a pair of scissors and snipped off Aryan's hair from the front and the sides, spoiling his hairstyle and looks.

""No reason was given to us for such a penalty... This is the second time such an incident has happened with my son. Earlier, in the third week of June, his hair was similarly cut off, but we did not take it too seriously,"" a distraught Waghmare told IANS.

This time, the Waghmares went to the Vishrantwadi Police Station and complained about the incident following which the school authorities were summoned.

""What happened was wrong... We warned the school management that such things should not be repeated. The school authorities informed us that the concerned teacher had been suspended,"" said Vishrantwadi Police Station Inspector Sangita D. Patil.

However, Patil added that the parents have not lodged a formal complaint, so the police have yet to register an offence against the school or the teacher.

When contacted by IANS, school Vice Principal Jaishree Kadam confirmed that the teacher Shweta Gupta had been suspended, but declined to comment further.

Not satisfied, the Waghmare plan to initiate legal action against the schoolteacher for ""causing severe trauma to the child, who is now scared of attending school"".

This is the second major incident which has rocked Pune's educational fraternity in the past fortnight.

Earlier this month, the MIT Vishwashanti Gurukul School, Kothrud had created a furore after it mandated that all girl students must sport only ""white or beige coloured underwear"" below their uniform white skirts.

The bizarre order was hastily revoked on July 5 after direct intervention of Education Minister Vinod Tawde and a probe by the regional education department.

qn/mag/vm"
"48","909306837","2018-07-20","https://timesofindia.indiatimes.com/city/chennai/tn-govt-school-teacher-suspended-for-using-inappropriate-language-in-classrooms/articleshow/65068622.cms","TN govt school teacher suspended for using inappropriate language in classrooms - Times of India","The Times of India",FALSE,"TRICHY: The Pudukkottai district elementary educational officer (DEEO) suspended a 50-year-old primary school teacher for using inappropriate language in classrooms. The district collector has directed police to conduct an inquiry into the allegations against the teacher, Anbarasan.

Anbarasan has been working in the panchayat union primary school at Nariyan Pudupatti near Gandarvakottai for over five years.

A total 30 students, including girls, are studying in the school. He allegedly used double entendre and inappropriate language in classrooms.

""The teacher has been placed under suspension after complaints from parents, and an inquiry has also been ordered in this regard,"" said DEEO Samy Sathyamurthy.

School headmaster has been transferred for failing to act against the teacher despite complaints from parents.

Other teachers complained that Anbarasan had misbehaved with staffs engaged in the noon meal scheme in the school."
"49","901826072","2018-07-08","https://indianexpress.com/article/cities/lucknow/uttar-pradesh-govt-teacher-shows-students-movie-on-phone-suspended-5251505/","Uttar Pradesh: Govt teacher 'shows students movie on phone', suspended","The Indian Express",FALSE,"By: Express News Service | Lucknow | Published: July 9, 2018 4:46:46 am Arvind Kumar, 37, denied the allegation. (Representational Image) Varanasi Basic Shiksha Adhikari gets 'fake' order to take additional charge; probe onCandidate dies of heart attack; Shiksha adhikari, education officer bookedEducation official exits for 'forgery'

A teacher at a government primary school in Shamli district was suspended Saturday for allegedly showing his students a film on his phone in class. A video of the purported incident is being circulated on social media. Basic Shiksha Adhikari, Shamli, Gita Verma said, ""Arvind Kumar has been suspended on the basis of a video doing the rounds on social media and news reports. Block Education Officer Rakesh Walia has been directed to conduct an inquiry."" The teacher had been posted at the school a year ago.

""In the video, Arvind Kumar is seen lying on the ground and looking into his cellphone, while children are sitting close to him. What he was looking at on the phone will be part of the inquiry,"" Verma added.

Arvind Kumar, 37, denied the allegation. ""On Friday morning, the school's acting headmaster Hitesh Kumar had gone to a meeting and I was the lone teacher in school. At around 10.30 am, I felt pain in my stomach. It was interval time, so I lay down on the ground. I called up Hitesh Kumar and informed him about my health. He asked me to wait and said he would return soon,"" he said.

""I was lying on the ground and the children were playing near me. A few minutes later, I again picked up my phone to call Hitesh Kumar. I was searching for his phone number when a few mediapersons arrived. Since the children were looking into my phone, they thought I was showing them a film,"" he added.

Hitesh Kumar said, ""Arvind Kumar had called me around 12 pm and told me he was not feeling well. There are 47 children in the school. After the incident, I spoke to a few children and they said that during interval time, Arvind Kumar was playing a song on his phone. The children said Arvind was not well and was lying on the ground."""
"50","901608256","2018-07-08","https://www.indiatoday.in/india/story/teacher-suspended-for-showing-movie-to-students-in-classroom-in-up-1280562-2018-07-08","UP teacher suspended for showing movie to students in classroom on mobile phone","India Today",FALSE,"The primary school teacher was showing movie to students in Shamli district

A teacher of a government primary school has been suspended for showing a movie to students in the classroom at Lado Majra village in Shamli district, an official said today.

A purported video of the incident went viral on social media after which administration took action.

District Basic Shiksha Adhikari Gita Verma said in the video, it was seen that the teacher, Arvind Kumar, was showing the children a movie on his mobile phone in the classroom.

The teacher has been suspended and an inquiry ordered against him, Verma said."
"53","901575131","2018-07-08","https://www.business-standard.com/article/pti-stories/teacher-suspended-for-showing-movie-to-students-in-classroom-in-up-118070800335_1.html","Teacher suspended for showing movie to students in classroom in UP","Business Standard",FALSE,"A teacher of a government primary school has been suspended for showing a movie to students in the classroom at Lado Majra village in Shamli district, an official said today.

A purported video of the incident went viral on social media after which administration took action.

District Basic Shiksha Adhikari Gita Verma said in the video, it was seen that the teacher, Arvind Kumar, was showing the children a movie on his mobile phone in the classroom.

The teacher has been suspended and an inquiry ordered against him, Verma said."
"54","899159328","2018-07-04","https://www.indiatimes.com/entertainment/celebs/bigg-boss-12-makers-approach-school-teacher-suspended-by-uttarakhand-cm-for-arguing-with-him-348696.html","Bigg Boss 12 Makers Approach School Teacher Suspended By Uttarakhand CM For Arguing With Him","indiatimes.com",FALSE,"Remember the teacher who was suspended by Uttarakhand CM Trivendra Singh Rawat after she allegedly argued with him? Uttara Pant Bahuguna was a school teacher in Uttarakhand until a few days ago. After she argued with the CM during Janta Darbar last week, she was suspended. And now, she has received a call from the makers of Bigg Boss 12 to be a part of the show.

The woman has now got a call from the makers of Bigg Boss. However, she has refused to participate."
"55","899027292","2018-07-04","https://scroll.in/article/885031/political-meddling-is-to-blame-for-bad-deal-suspended-uttarakhand-teacher-and-her-students-have-got","Political meddling is to blame for bad deal suspended Uttarakhand teacher and her students have got","Scroll.in",FALSE,"The system treats those who are not politically well connected heartlessly.

It was like a durbar scene from the middle ages. A woman, advanced in years, pleads with the all-powerful ruler sitting on a raised platform meters away to help her. The ruler incensed that she has the temerity to raise her voice in front of him decrees: ""Suspend her! Take her into custody, now!""

The woman was Uttara Bahuguna, a 57-year-old primary school teacher. The all-powerful ruler was TS Rawat, the chief minister of Uttarakhand. The incident took place on June 28, during a public hearing that the chief minister was presiding over. The state police, following Rawat's decree, arrested Bahuguna on charges of ""disrupting an important gathering"". She was later released on bail.

Bahuguna, who has worked as a teacher for 25 years, has been posted at a school in a remote part of the hill state for most of her career. Having lost her husband three years ago, and with just a few years left to retire, she had asked to be posted to the state capital Dehradun, where her son lives.

When Bahuguna raised her transfer request, Rawat asked her if she had not read the rules before she signed up for the job. Bahuguna retorted that she had not signed up for a life of exile. It was this sharp statement that riled Rawat whose wife, Sunita Rawat, also a government primary school teacher, has been posted at one school in Dehradun, the state capital, for the past 22 years.

Using the Uttarakhand government's own classification, Sunita Rawat has had a sugam or desirable posting for 22 years and Bahuguna has had a durgam or undesirable posting for 17 years of the 25 years she has been a teacher. Under the terms of the state's transfer rules, Sunita Rawat's is a fit case for transfer to a durgam location and Bahuguna's to a sugam one.

Political interference

Undesirable postings are usually to those parts of the country that are in most need of attention. Their inaccessibility is often the major reason for their underdevelopment, and their underdevelopment is the major reason most people who choose to work in government do not want to work there. This is as true for teachers - some of who turn down promotions for fear of an undesirable posting - as it is for doctors and administrators.

Uttarakhand, for example, offered medical students a fee discount if they signed a bond that required them to work in the state's hilly districts for at least two years after they graduated. In 2014, of 331 doctors appointed on this basis and posted to rural health centres, only 66 turned up for work. That the government had to resort to a bond to get doctors to work in the state's hilly districts is a reflection of the general disinclination of government doctors to accept postings to these areas.

Governments in India have not found a workable solution to ensure that the remote, underdeveloped, undesirable corners of India are properly served.

Political interference is at the root of the problem. State governments have rules, laws and now computer-aided systems to try and make transfers and postings transparent. But all their systems are all too easily subverted by politicians for whom postings and transfers are a source of enormous power. Those who are politically well-connected can expect to receive a transfer or posting request as a favour. The rest may have to pay. A civil servant, who has worked in a state education department said: ""it is informally called the transfer industry...MLAs and education ministers make money on teacher transfers"". Teachers say, so do some bureaucrats.

Students suffer

Uttara Bahuguna's case has focused attention on the insouciance of politicians who live in glass houses and on the heartlessness with which the system treats those who are not active Union members and not politically well connected.

But it also highlights what this system means for the communities that are supposed to be served. In the last 17 years, Bahuguna has been on leave for long periods - longer than a year at a time. She said this was because of her late husband's poor health. At present, she has been on leave since August. This means that the school she is posted at, which likely has only a total of two or three teachers, has been short of a teacher, an experienced one at that.

This system works neither for Bahuguna, nor for her young students."
"56","898611223","2018-07-03","https://www.financialexpress.com/india-news/teacher-suspended-by-uttarakhand-cm-for-arguing-with-him-gets-call-from-bigg-boss-makers/1230132/","Teacher suspended by Uttarakhand CM for arguing with him gets call from Bigg Boss makers","The Financial Express",FALSE,"Do you remember the lady teacher who was suspended by Uttarakhand CM Trivendra Singh Rawat after she argued with him over her transfer?

Do you remember the lady teacher who was suspended by Uttarakhand CM Trivendra Singh Rawat after she argued with him over her transfer? The woman has now got a call from makers of reality TV show Bigg Boss. According to news agency ANI, she had received a call from the makers of Bigg Boss yesterday, but she refused the offer. ""I just want to run my household and take care of my children,"" said Uttara Pant Bahuguna.

Earlier, Uttara Bahuguna, the school teacher who was snapped at by Uttarakhand Chief Minister Trivendra Singh Rawat for her alleged misbehaviour, had expressed determination about what she called fighting for her rights. ""I am not afraid, I haven't done anything wrong. I was just asking for my rights,"" Bahuguna told ANI. She claimed that she has only been posted in rural areas of the mountainous state in the last 25 years of her tenure as a teacher.

Prior to this, ANI had reported that Uttara Bahuguna, the teacher who was suspended after she ""violated the decorum"" of a Janata Darbar session, asked Uttarakhand Chief Minister Trivendra Singh Rawat to apologise for ""insulting"" her. This came after Uttarakhand Education Minister Arvind Pandey apologised and assured Bahuguna a quick solution to the matter.

<iframe src=""https://www.facebook.com/plugins/video.php?href=https%3A%2F%2Fwww.facebook.com%2FANINEWS.IN%2Fvideos%2F1634317350014355%2F&show_text=0&width=560'' width=""560'' height=""420'' style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0'' allowTransparency=""true"" allowFullScreen=""true""></iframe>

""Why the Education Minister apologized, he did not do anything. It was the chief minister's fault and he should have apologised. It was the chief minister who insulted me,"" the teacher said.

On Thursday, Chief Minister Rawat directed the police to take Bahuguna into custody for allegedly protesting at his Janata Darbar session in Dehradun. The Chief Minister also ordered her suspension, after she allegedly used abusive language and showed indecency, while seeking a transfer from a remote location. Later on Friday, School Education Secretary Bhupinder Kaur Aulakh said Uttara Bahuguna has been suspended, as she ""violated the decorum""."
"57","897311439","2018-07-01","https://www.indiatimes.com/news/world/teacher-suspended-for-asking-16-yo-for-sex-in-exchange-of-an-iphone-348508.html","Teacher Suspended For Asking 16 YO For Sex In Exchange Of An iPhone","indiatimes.com",FALSE,"In a shocking case of sexual harassment in the US, a teacher asked his teenage student for sex, and in return offered the 16-year-old an iphone. What is worse is that the teacher was a septuagenarian. Police say a 70-year-old Long Island math teacher gave two 16-year old students cash for nude photos and offered one of them an iPhone if she'd have sex with him.

Jairo Inswasty was charged Thursday with endangering the welfare of a child. He was immediately suspended from his teaching position at Central Islip High School.

Suffolk County police said, Inswasty paid one student $5 for a bikini photo and the other student USD 150 to pose for nude photos. Police Commissioner Geraldine Hart says Inswasty later offered the second student an iPhone X to have sex. She declined.

No phone number was listed for Inswasty. Court records did not list a lawyer who could speak on his behalf. Inswasty's union did not immediately respond to a message."
"58","897287059","2018-07-01","https://timesofindia.indiatimes.com/home/education/news/suspended-ukhand-teacher-asks-chief-minister-to-apologise/articleshow/64814626.cms","Suspended Uttarakhand teacher asks chief minister to apologise - Times of India","The Times of India",FALSE,"DEHRADUN: Uttara Bahuguna, the teacher who was suspended after she ""violated the decorum"" of a Janata Darbar session, asked Uttarakhand chief minister Trivendra Singh Rawat to apologise for ""insulting"" her.

This came after Uttarakhand education minister Arvind Pandey on Saturday apologised and assured Bahuguna a quick solution to the matter.

ALSO READ: Govt teacher suspended by CM Rawat to move high court

""Why the education minister apologized, he did not do anything. It was the chief minister's fault and he should have apologised. It was the chief minister who insulted me,"" the teacher said.

On Thursday, chief minister Rawat directed the police to take Bahuguna into custody for allegedly protesting at his Janata Darbar session in Dehradun.

The chief minister also ordered her suspension, after she allegedly used abusive language and showed indecency, while seeking a transfer from a remote location.

Later on Friday, school education secretary Bhupinder Kaur Aulakh said Uttara Bahuguna has been suspended, as she ""violated the decorum""."
